,station,valid,tmpf,dwpf,relh,feel
55608,DFW,2020-06-26 06:53,75.9,73.0,90.74,
55621,DFW,2020-06-26 07:53,75.9,73.0,90.74,
55634,DFW,2020-06-26 08:53,75.9,73.0,90.74,
55647,DFW,2020-06-26 09:53,75.0,73.0,93.51,
55660,DFW,2020-06-26 10:53,75.0,72.0,90.4,
55673,DFW,2020-06-26 11:53,75.0,72.0,90.4,
55681,DFW,2020-06-26 12:26,75.0,72.0,90.4,
55687,DFW,2020-06-26 12:53,75.9,72.0,87.73,
55693,DFW,2020-06-26 13:19,77.0,72.0,84.58,
55697,DFW,2020-06-26 13:34,78.1,72.0,81.55,
55702,DFW,2020-06-26 13:53,78.1,72.0,81.55,
55715,DFW,2020-06-26 14:53,82.0,72.0,71.78,86.83
55725,DFW,2020-06-26 15:38,82.9,72.0,69.71,88.11
55729,DFW,2020-06-26 15:53,82.9,72.0,69.71,88.11
55742,DFW,2020-06-26 16:53,87.1,73.0,63.02,94.55
55755,DFW,2020-06-26 17:53,88.0,73.0,61.24,95.73
55768,DFW,2020-06-26 18:53,90.0,73.0,57.49,98.3
55781,DFW,2020-06-26 19:53,89.1,73.9,60.97,98.09
55794,DFW,2020-06-26 20:53,90.0,73.0,57.49,98.3
55807,DFW,2020-06-26 21:53,89.1,71.1,55.46,95.35
55820,DFW,2020-06-26 22:53,90.0,71.1,53.91,96.45
55833,DFW,2020-06-26 23:53,88.0,69.1,53.64,92.43
55846,DFW,2020-06-27 00:53,86.0,66.0,51.37,88.28
55859,DFW,2020-06-27 01:53,82.9,66.0,56.75,85.07
55872,DFW,2020-06-27 02:53,81.0,68.0,64.69,83.76
55885,DFW,2020-06-27 03:53,80.1,70.0,71.35,83.28
55898,DFW,2020-06-27 04:53,79.0,72.0,79.17,
55911,DFW,2020-06-27 05:53,78.1,71.1,79.1,
55924,DFW,2020-06-27 06:53,75.9,70.0,81.96,
55937,DFW,2020-06-27 07:53,75.0,68.0,78.86,
55946,DFW,2020-06-27 08:33,75.0,69.1,81.9,
55951,DFW,2020-06-27 08:53,75.0,69.1,81.9,
55964,DFW,2020-06-27 09:53,75.9,72.0,87.73,
55977,DFW,2020-06-27 10:53,75.9,73.0,90.74,
55990,DFW,2020-06-27 11:53,75.9,73.0,90.74,
55995,DFW,2020-06-27 12:13,75.9,73.0,90.74,
56004,DFW,2020-06-27 12:53,77.0,73.9,90.17,
56017,DFW,2020-06-27 13:53,80.1,73.9,81.42,84.64
56030,DFW,2020-06-27 14:53,82.9,73.9,74.33,89.37
56038,DFW,2020-06-27 15:27,84.9,73.0,67.61,91.6
56044,DFW,2020-06-27 15:53,84.9,73.0,67.61,91.6
56057,DFW,2020-06-27 16:53,88.0,73.0,61.24,95.73
56070,DFW,2020-06-27 17:53,88.0,72.0,59.21,94.79
56083,DFW,2020-06-27 18:53,89.1,71.1,55.46,95.35
56096,DFW,2020-06-27 19:53,91.0,72.0,53.87,98.54
56109,DFW,2020-06-27 20:53,91.9,70.0,48.93,97.77
56122,DFW,2020-06-27 21:53,91.9,69.1,47.45,97.0
56135,DFW,2020-06-27 22:53,91.9,68.0,45.69,96.13
56148,DFW,2020-06-27 23:53,91.0,69.1,48.8,95.94
56161,DFW,2020-06-28 00:53,88.0,72.0,59.21,94.79
56174,DFW,2020-06-28 01:53,86.0,69.1,57.16,90.11
56187,DFW,2020-06-28 02:53,84.0,68.0,58.69,87.18
56200,DFW,2020-06-28 03:53,82.9,70.0,65.13,86.95
56213,DFW,2020-06-28 04:53,82.0,71.1,69.62,86.35
56226,DFW,2020-06-28 05:53,81.0,72.0,74.15,85.35
56239,DFW,2020-06-28 06:53,80.1,71.1,74.07,83.64
56252,DFW,2020-06-28 07:53,79.0,72.0,79.17,
56265,DFW,2020-06-28 08:53,78.1,73.0,84.36,
56276,DFW,2020-06-28 09:43,78.1,73.0,84.36,
56279,DFW,2020-06-28 09:53,78.1,73.9,86.95,
56292,DFW,2020-06-28 10:53,78.1,73.9,86.95,
56305,DFW,2020-06-28 11:53,78.1,73.9,86.95,
56318,DFW,2020-06-28 12:53,80.1,75.0,84.47,85.09
56331,DFW,2020-06-28 13:53,80.1,75.0,84.47,85.09
56344,DFW,2020-06-28 14:53,81.0,75.0,82.03,86.83
56356,DFW,2020-06-28 15:50,84.2,75.2,74.44,92.45
56357,DFW,2020-06-28 15:53,84.0,75.0,74.43,91.96
56366,DFW,2020-06-28 16:32,84.0,73.9,71.73,91.04
56371,DFW,2020-06-28 16:53,84.0,75.0,74.43,91.96
56384,DFW,2020-06-28 17:53,84.9,73.9,69.69,92.36
56397,DFW,2020-06-28 18:53,88.0,73.9,63.12,96.63
56410,DFW,2020-06-28 19:53,88.0,73.9,63.12,96.63
56423,DFW,2020-06-28 20:53,89.1,72.0,57.18,96.17
56436,DFW,2020-06-28 21:53,87.1,73.9,64.95,95.42
56449,DFW,2020-06-28 22:53,84.9,73.0,67.61,91.6
56462,DFW,2020-06-28 23:53,84.9,73.0,67.61,91.6
56475,DFW,2020-06-29 00:53,84.0,72.0,67.28,89.62
56488,DFW,2020-06-29 01:53,82.0,73.9,76.53,87.93
56501,DFW,2020-06-29 02:53,81.0,73.0,76.7,85.81
56514,DFW,2020-06-29 03:53,81.0,73.0,76.7,85.81
56527,DFW,2020-06-29 04:53,80.1,73.0,78.99,84.3
56540,DFW,2020-06-29 05:53,80.1,73.0,78.99,84.3
56551,DFW,2020-06-29 06:44,80.1,73.0,78.99,84.3
56554,DFW,2020-06-29 06:53,80.1,73.0,78.99,84.3
56567,DFW,2020-06-29 07:53,80.1,73.9,81.42,84.64
56580,DFW,2020-06-29 08:53,80.1,73.9,81.42,84.64
56593,DFW,2020-06-29 09:53,79.0,73.9,84.41,
56606,DFW,2020-06-29 10:53,80.1,73.9,81.42,84.64
56619,DFW,2020-06-29 11:53,79.0,75.0,87.58,
56632,DFW,2020-06-29 12:53,80.1,75.0,84.47,85.09
56645,DFW,2020-06-29 13:53,82.0,75.0,79.4,88.64
56657,DFW,2020-06-29 14:46,82.9,73.9,74.33,89.37
56659,DFW,2020-06-29 14:53,84.0,73.9,71.73,91.04
56672,DFW,2020-06-29 15:53,84.9,73.9,69.69,92.36
56685,DFW,2020-06-29 16:53,88.0,73.9,63.12,96.63
56698,DFW,2020-06-29 17:53,90.0,73.0,57.49,98.3
56711,DFW,2020-06-29 18:53,91.9,72.0,52.37,99.66
56724,DFW,2020-06-29 19:53,91.0,73.0,55.72,99.57
56737,DFW,2020-06-29 20:53,91.9,73.0,54.17,100.71
56750,DFW,2020-06-29 21:53,93.0,73.0,52.35,102.11
56763,DFW,2020-06-29 22:53,93.0,72.0,50.61,101.04
56776,DFW,2020-06-29 23:53,90.0,72.0,55.58,97.29
56789,DFW,2020-06-30 00:53,88.0,72.0,59.21,94.79
56802,DFW,2020-06-30 01:53,86.0,71.1,61.2,91.53
56815,DFW,2020-06-30 02:53,84.9,73.0,67.61,91.6
56828,DFW,2020-06-30 03:53,84.0,73.9,71.73,91.04
56841,DFW,2020-06-30 04:53,82.9,73.9,74.33,89.37
56854,DFW,2020-06-30 05:53,82.0,75.0,79.4,88.64
56867,DFW,2020-06-30 06:53,82.0,75.0,79.4,88.64
56880,DFW,2020-06-30 07:53,81.0,75.0,82.03,86.83
56893,DFW,2020-06-30 08:53,80.1,75.0,84.47,85.09
56899,DFW,2020-06-30 09:16,81.0,75.0,82.03,86.83
56907,DFW,2020-06-30 09:53,80.1,75.0,84.47,85.09
56913,DFW,2020-06-30 10:16,80.1,75.9,87.05,85.75
56921,DFW,2020-06-30 10:53,80.1,75.0,84.47,85.09
56928,DFW,2020-06-30 11:25,80.1,75.9,87.05,85.75
56934,DFW,2020-06-30 11:53,81.0,75.9,84.53,87.33
56947,DFW,2020-06-30 12:53,81.0,75.9,84.53,87.33
56954,DFW,2020-06-30 13:25,82.0,75.9,81.82,89.26
56960,DFW,2020-06-30 13:53,82.9,75.0,77.12,90.18
56964,DFW,2020-06-30 14:09,82.9,75.0,77.12,90.18
56974,DFW,2020-06-30 14:53,84.0,75.0,74.43,91.96
56987,DFW,2020-06-30 15:53,84.9,75.0,72.3,93.35
57000,DFW,2020-06-30 16:53,86.0,75.0,69.8,94.98
57007,DFW,2020-06-30 17:24,87.1,75.0,67.39,96.56
57014,DFW,2020-06-30 17:53,88.0,75.9,67.49,98.86
57027,DFW,2020-06-30 18:53,90.0,75.0,61.49,100.53
57040,DFW,2020-06-30 19:53,91.9,75.0,57.93,103.06
57053,DFW,2020-06-30 20:53,93.0,73.0,52.35,102.11
57066,DFW,2020-06-30 21:53,91.0,72.0,53.87,98.54
57079,DFW,2020-06-30 22:53,90.0,72.0,55.58,97.29
57092,DFW,2020-06-30 23:53,89.1,73.9,60.97,98.09
57105,DFW,2020-07-01 00:53,87.1,73.0,63.02,94.55
57118,DFW,2020-07-01 01:53,86.0,75.0,69.8,94.98
57131,DFW,2020-07-01 02:53,84.9,73.9,69.69,92.36
57144,DFW,2020-07-01 03:53,84.9,73.0,67.61,91.6
57157,DFW,2020-07-01 04:53,82.9,73.9,74.33,89.37
57170,DFW,2020-07-01 05:53,82.9,73.9,74.33,89.37
57183,DFW,2020-07-01 06:53,82.0,75.0,79.4,88.64
57196,DFW,2020-07-01 07:53,81.0,75.9,84.53,87.33
57209,DFW,2020-07-01 08:53,80.1,75.9,87.05,85.75
57222,DFW,2020-07-01 09:53,79.0,75.9,90.25,
57235,DFW,2020-07-01 10:53,79.0,75.9,90.25,
57244,DFW,2020-07-01 11:31,79.0,75.9,90.25,
57249,DFW,2020-07-01 11:53,79.0,75.9,90.25,
57262,DFW,2020-07-01 12:53,80.1,75.9,87.05,85.75
57275,DFW,2020-07-01 13:53,82.0,75.9,81.82,89.26
57288,DFW,2020-07-01 14:53,84.9,75.9,74.51,94.22
57291,DFW,2020-07-01 15:01,84.9,75.9,74.51,94.22
57302,DFW,2020-07-01 15:53,88.0,75.9,67.49,98.86
57314,DFW,2020-07-01 16:53,89.1,75.9,65.18,100.4
57327,DFW,2020-07-01 17:53,91.0,77.0,63.69,104.51
57340,DFW,2020-07-01 18:53,91.9,78.1,64.22,107.39
57353,DFW,2020-07-01 19:53,93.0,77.0,59.84,107.25
57366,DFW,2020-07-01 20:53,93.0,77.0,59.84,107.25
57379,DFW,2020-07-01 21:53,93.0,77.0,59.84,107.25
57392,DFW,2020-07-01 22:53,91.9,75.9,59.7,104.22
57405,DFW,2020-07-01 23:53,91.0,75.9,61.4,103.01
57418,DFW,2020-07-02 00:53,90.0,75.9,63.36,101.65
57431,DFW,2020-07-02 01:53,87.1,75.0,67.39,96.56
57444,DFW,2020-07-02 02:53,87.1,75.0,67.39,96.56
57457,DFW,2020-07-02 03:53,84.0,75.9,76.69,92.76
57470,DFW,2020-07-02 04:53,84.0,75.9,76.69,92.76
57483,DFW,2020-07-02 05:53,82.9,75.0,77.12,90.18
57496,DFW,2020-07-02 06:53,82.0,75.0,79.4,88.64
57509,DFW,2020-07-02 07:53,81.0,75.0,82.03,86.83
57522,DFW,2020-07-02 08:53,81.0,75.0,82.03,86.83
57535,DFW,2020-07-02 09:53,80.1,75.9,87.05,85.75
57548,DFW,2020-07-02 10:53,79.0,75.9,90.25,
57561,DFW,2020-07-02 11:53,79.0,75.9,90.25,
57565,DFW,2020-07-02 12:07,79.0,75.9,90.25,
57575,DFW,2020-07-02 12:53,80.1,77.0,90.29,86.69
57578,DFW,2020-07-02 13:04,80.1,77.0,90.29,86.69
57589,DFW,2020-07-02 13:53,82.0,77.0,84.87,90.06
57602,DFW,2020-07-02 14:53,84.0,78.1,82.5,94.94
57615,DFW,2020-07-02 15:53,87.1,78.1,74.7,100.28
57620,DFW,2020-07-02 16:13,89.1,79.0,72.23,104.7
57629,DFW,2020-07-02 16:53,88.0,78.1,72.6,101.69
57636,DFW,2020-07-02 17:21,90.0,78.1,68.16,104.68
57642,DFW,2020-07-02 17:53,91.0,78.1,66.05,106.12
57655,DFW,2020-07-02 18:53,93.0,78.1,62.06,108.92
57668,DFW,2020-07-02 19:53,93.0,78.1,62.06,108.92
57674,DFW,2020-07-02 20:16,93.0,77.0,59.84,107.25
57682,DFW,2020-07-02 20:53,93.0,77.0,59.84,107.25
57691,DFW,2020-07-02 21:31,91.0,75.9,61.4,103.01
57696,DFW,2020-07-02 21:53,80.1,75.9,87.05,85.75
57698,DFW,2020-07-02 22:00,79.0,73.0,81.89,
57700,DFW,2020-07-02 22:09,79.0,71.1,76.79,
57710,DFW,2020-07-02 22:53,81.0,73.0,76.7,85.81
57721,DFW,2020-07-02 23:43,79.0,73.0,81.89,
57724,DFW,2020-07-02 23:53,78.1,72.0,81.55,
57737,DFW,2020-07-03 00:53,78.1,73.9,86.95,
57750,DFW,2020-07-03 01:53,79.0,75.0,87.58,
57763,DFW,2020-07-03 02:53,80.1,73.9,81.42,84.64
57776,DFW,2020-07-03 03:53,79.0,73.0,81.89,
57789,DFW,2020-07-03 04:53,78.1,75.0,90.21,
57802,DFW,2020-07-03 05:53,79.0,73.9,84.41,
57815,DFW,2020-07-03 06:53,78.1,72.0,81.55,
57828,DFW,2020-07-03 07:53,78.1,71.1,79.1,
57841,DFW,2020-07-03 08:53,77.0,71.1,82.03,
57854,DFW,2020-07-03 09:53,75.9,72.0,87.73,
57867,DFW,2020-07-03 10:53,78.1,73.0,84.36,
57880,DFW,2020-07-03 11:53,77.0,73.0,87.48,
57893,DFW,2020-07-03 12:53,80.1,73.0,78.99,84.3
57906,DFW,2020-07-03 13:53,82.0,73.0,74.24,87.39
57919,DFW,2020-07-03 14:53,84.9,73.0,67.61,91.6
57932,DFW,2020-07-03 15:53,88.0,73.0,61.24,95.73
57945,DFW,2020-07-03 16:53,90.0,73.0,57.49,98.3
57958,DFW,2020-07-03 17:53,91.9,72.0,52.37,99.66
57971,DFW,2020-07-03 18:53,93.9,68.0,42.93,98.5
57984,DFW,2020-07-03 19:53,96.1,66.9,38.63,100.28
57997,DFW,2020-07-03 20:53,97.0,66.0,36.42,100.7
58010,DFW,2020-07-03 21:53,97.0,66.0,36.42,100.7
58023,DFW,2020-07-03 22:53,96.1,68.0,40.12,101.15
58036,DFW,2020-07-03 23:53,96.1,66.9,38.63,
58049,DFW,2020-07-04 00:53,93.0,68.0,44.15,97.43
58062,DFW,2020-07-04 01:53,91.0,70.0,50.33,96.69
58075,DFW,2020-07-04 02:53,82.9,70.0,65.13,86.95
58088,DFW,2020-07-04 03:53,82.0,70.0,67.06,85.81
58101,DFW,2020-07-04 04:53,79.0,71.1,76.79,
58114,DFW,2020-07-04 05:53,79.0,72.0,79.17,
58127,DFW,2020-07-04 06:53,77.0,71.1,82.03,
58140,DFW,2020-07-04 07:53,77.0,70.0,79.02,
58153,DFW,2020-07-04 08:53,75.9,69.1,79.47,
58166,DFW,2020-07-04 09:53,75.0,68.0,78.86,
58179,DFW,2020-07-04 10:53,75.0,68.0,78.86,
58192,DFW,2020-07-04 11:53,73.9,68.0,81.82,
58205,DFW,2020-07-04 12:53,77.0,69.1,76.62,
58218,DFW,2020-07-04 13:53,81.0,71.1,71.92,84.95
58231,DFW,2020-07-04 14:53,84.0,71.1,65.26,89.01
58244,DFW,2020-07-04 15:53,87.1,72.0,60.92,93.65
58257,DFW,2020-07-04 16:53,91.0,73.0,55.72,99.57
58270,DFW,2020-07-04 17:53,93.9,73.0,50.91,103.26
58283,DFW,2020-07-04 18:53,93.9,73.0,50.91,103.26
58296,DFW,2020-07-04 19:53,93.0,73.9,53.96,103.15
58309,DFW,2020-07-04 20:53,95.0,75.0,52.62,107.12
58322,DFW,2020-07-04 21:53,93.9,75.0,54.44,105.68
58335,DFW,2020-07-04 22:53,93.9,73.9,52.47,104.31
58348,DFW,2020-07-04 23:53,93.9,73.0,50.91,103.26
58361,DFW,2020-07-05 00:53,91.9,72.0,52.37,99.66
58374,DFW,2020-07-05 01:53,88.0,72.0,59.21,94.79
58387,DFW,2020-07-05 02:53,87.1,73.9,64.95,95.42
58400,DFW,2020-07-05 03:53,87.1,75.0,67.39,96.56
58413,DFW,2020-07-05 04:53,86.0,73.9,67.27,93.91
58426,DFW,2020-07-05 05:53,84.9,73.9,69.69,92.36
58439,DFW,2020-07-05 06:53,82.9,75.9,79.47,90.88
58452,DFW,2020-07-05 07:53,80.1,77.0,90.29,86.69
58465,DFW,2020-07-05 08:53,80.1,75.9,87.05,85.75
58478,DFW,2020-07-05 09:53,80.1,77.0,90.29,86.69
58491,DFW,2020-07-05 10:53,79.0,75.9,90.25,
58504,DFW,2020-07-05 11:53,80.1,75.0,84.47,85.09
58517,DFW,2020-07-05 12:53,82.0,73.9,76.53,87.93
58530,DFW,2020-07-05 13:53,82.9,73.9,74.33,89.37
58543,DFW,2020-07-05 14:53,82.9,73.9,74.33,89.37
58553,DFW,2020-07-05 15:38,82.0,75.0,79.4,88.64
58557,DFW,2020-07-05 15:53,80.1,75.0,84.47,85.09
58559,DFW,2020-07-05 16:00,75.0,73.0,93.51,
58566,DFW,2020-07-05 16:32,75.0,71.1,87.68,
58571,DFW,2020-07-05 16:53,79.0,73.0,81.89,
58584,DFW,2020-07-05 17:53,84.9,75.9,74.51,94.22
58597,DFW,2020-07-05 18:53,88.0,75.0,65.49,97.81
58610,DFW,2020-07-05 19:53,90.0,75.0,61.49,100.53
58623,DFW,2020-07-05 20:53,91.0,75.0,59.59,101.87
58632,DFW,2020-07-05 21:31,93.0,75.9,57.69,105.69
58637,DFW,2020-07-05 21:53,93.0,75.0,55.98,104.5
58644,DFW,2020-07-05 22:22,84.0,77.0,79.55,93.81
58647,DFW,2020-07-05 22:35,79.0,72.0,79.17,
58649,DFW,2020-07-05 22:41,79.0,66.9,66.49,
58652,DFW,2020-07-05 22:53,80.1,70.0,71.35,83.28
58654,DFW,2020-07-05 22:58,79.0,71.1,76.79,
58658,DFW,2020-07-05 23:14,81.0,71.1,71.92,84.95
58667,DFW,2020-07-05 23:53,80.1,73.9,81.42,84.64
58671,DFW,2020-07-06 00:08,81.0,73.9,79.06,86.25
58681,DFW,2020-07-06 00:53,82.0,75.9,81.82,89.26
58694,DFW,2020-07-06 01:53,82.9,75.0,77.12,90.18
58707,DFW,2020-07-06 02:53,81.0,75.9,84.53,87.33
58720,DFW,2020-07-06 03:53,82.9,75.0,77.12,90.18
58733,DFW,2020-07-06 04:53,81.0,75.9,84.53,87.33
58739,DFW,2020-07-06 05:19,81.0,75.9,84.53,87.33
58747,DFW,2020-07-06 05:53,78.1,73.0,84.36,
58756,DFW,2020-07-06 06:31,77.0,73.0,87.48,
58761,DFW,2020-07-06 06:53,77.0,73.0,87.48,
58774,DFW,2020-07-06 07:53,77.0,73.0,87.48,
58787,DFW,2020-07-06 08:53,78.1,75.0,90.21,
58800,DFW,2020-07-06 09:53,78.1,75.9,92.97,
58813,DFW,2020-07-06 10:53,77.0,75.9,96.41,
58820,DFW,2020-07-06 11:23,77.0,75.0,93.56,
58825,DFW,2020-07-06 11:45,75.0,73.9,96.38,
58827,DFW,2020-07-06 11:53,73.9,73.0,97.02,
58840,DFW,2020-07-06 12:53,75.0,73.9,96.38,
58853,DFW,2020-07-06 13:53,75.0,75.0,100.0,
58866,DFW,2020-07-06 14:53,75.9,75.9,100.0,
58873,DFW,2020-07-06 15:23,77.0,75.0,93.56,
58880,DFW,2020-07-06 15:53,78.1,75.0,90.21,
58891,DFW,2020-07-06 16:44,78.1,75.0,90.21,
58894,DFW,2020-07-06 16:53,79.0,75.0,87.58,
58907,DFW,2020-07-06 17:53,81.0,73.9,79.06,86.25
58920,DFW,2020-07-06 18:53,86.0,73.9,67.27,93.91
58933,DFW,2020-07-06 19:53,84.9,73.9,69.69,
58946,DFW,2020-07-06 20:53,88.0,75.9,67.49,98.86
58959,DFW,2020-07-06 21:53,86.0,75.0,69.8,94.98
58972,DFW,2020-07-06 22:53,86.0,73.9,67.27,93.91
58985,DFW,2020-07-06 23:53,82.9,75.9,79.47,90.88
58998,DFW,2020-07-07 00:53,84.9,75.0,72.3,93.35
59011,DFW,2020-07-07 01:53,79.0,73.0,81.89,
59024,DFW,2020-07-07 02:53,77.0,73.0,87.48,
59037,DFW,2020-07-07 03:53,77.0,73.0,87.48,
59050,DFW,2020-07-07 04:53,75.0,73.0,93.51,
59063,DFW,2020-07-07 05:53,75.0,73.0,93.51,
59076,DFW,2020-07-07 06:53,73.9,72.0,93.79,
59089,DFW,2020-07-07 07:53,73.9,73.0,97.02,
59102,DFW,2020-07-07 08:53,73.9,72.0,93.79,
59115,DFW,2020-07-07 09:53,73.0,72.0,96.68,
59128,DFW,2020-07-07 10:53,73.9,72.0,93.79,
59141,DFW,2020-07-07 11:53,73.9,72.0,93.79,
59152,DFW,2020-07-07 12:43,75.0,73.0,93.51,
59155,DFW,2020-07-07 12:53,75.0,73.0,93.51,
59161,DFW,2020-07-07 13:53,77.0,73.9,90.17,
59162,DFW,2020-07-07 14:08,78.1,73.9,86.95,
59163,DFW,2020-07-07 14:53,77.0,73.9,90.17,
59164,DFW,2020-07-07 15:06,75.9,73.9,93.53,
59165,DFW,2020-07-07 15:53,79.0,75.0,87.58,
59168,DFW,2020-07-07 16:09,80.1,75.0,84.47,
59178,DFW,2020-07-07 16:53,80.1,73.9,81.42,84.64
59181,DFW,2020-07-07 17:01,80.1,73.9,81.42,84.64
59185,DFW,2020-07-07 17:53,82.0,75.0,79.4,88.64
59186,DFW,2020-07-07 18:53,84.0,75.0,74.43,91.96
59198,DFW,2020-07-07 19:53,86.0,75.0,69.8,94.98
59211,DFW,2020-07-07 20:53,87.1,75.0,67.39,96.56
59224,DFW,2020-07-07 21:53,89.1,75.0,63.26,99.32
59237,DFW,2020-07-07 22:53,89.1,75.0,63.26,99.32
59250,DFW,2020-07-07 23:53,88.0,75.0,65.49,97.81
59263,DFW,2020-07-08 00:53,84.0,73.9,71.73,91.04
59276,DFW,2020-07-08 01:53,81.0,75.0,82.03,86.83
59289,DFW,2020-07-08 02:53,80.1,73.9,81.42,84.64
59302,DFW,2020-07-08 03:53,79.0,75.0,87.58,
59315,DFW,2020-07-08 04:53,78.1,75.9,92.97,
59328,DFW,2020-07-08 05:53,77.0,75.9,96.41,
59341,DFW,2020-07-08 06:53,75.9,75.0,97.04,
59354,DFW,2020-07-08 07:53,75.9,75.0,97.04,
59367,DFW,2020-07-08 08:53,75.0,75.0,100.0,
59380,DFW,2020-07-08 09:53,75.0,75.0,100.0,
59393,DFW,2020-07-08 10:53,75.0,73.9,96.38,
59406,DFW,2020-07-08 11:53,75.9,75.0,97.04,
59419,DFW,2020-07-08 12:53,78.1,75.0,90.21,
59431,DFW,2020-07-08 13:53,80.1,75.9,87.05,85.75
59442,DFW,2020-07-08 14:53,82.9,75.9,79.47,90.88
59450,DFW,2020-07-08 15:26,84.0,75.9,76.69,92.76
59456,DFW,2020-07-08 15:53,84.9,77.0,77.28,95.36
59469,DFW,2020-07-08 16:53,87.1,78.1,74.7,100.28
59472,DFW,2020-07-08 17:04,87.1,78.1,74.7,100.28
59483,DFW,2020-07-08 17:53,89.1,78.1,70.12,103.36
59496,DFW,2020-07-08 18:53,91.0,79.0,68.04,107.54
59509,DFW,2020-07-08 19:53,93.0,78.1,62.06,108.92
59522,DFW,2020-07-08 20:53,93.9,77.0,58.19,108.46
59535,DFW,2020-07-08 21:53,93.0,77.0,59.84,107.25
59548,DFW,2020-07-08 22:53,93.0,75.9,57.69,105.69
59561,DFW,2020-07-08 23:53,91.0,73.9,57.43,100.56
59574,DFW,2020-07-09 00:53,90.0,73.9,59.26,99.26
59587,DFW,2020-07-09 01:53,88.0,75.0,65.49,97.81
59600,DFW,2020-07-09 02:53,86.0,75.0,69.8,94.98
59613,DFW,2020-07-09 03:53,84.9,75.0,72.3,93.35
59626,DFW,2020-07-09 04:53,84.9,75.0,72.3,93.35
59639,DFW,2020-07-09 05:53,84.0,73.9,71.73,91.04
59652,DFW,2020-07-09 06:53,82.9,73.9,74.33,89.37
59665,DFW,2020-07-09 07:53,82.0,73.9,76.53,87.93
59678,DFW,2020-07-09 08:53,81.0,73.9,79.06,86.25
59691,DFW,2020-07-09 09:53,80.1,73.9,81.42,84.64
59704,DFW,2020-07-09 10:53,79.0,75.0,87.58,
59717,DFW,2020-07-09 11:53,78.1,75.0,90.21,
59722,DFW,2020-07-09 12:11,78.1,75.0,90.21,
59731,DFW,2020-07-09 12:53,79.0,75.0,87.58,
59744,DFW,2020-07-09 13:53,82.9,75.0,77.12,90.18
59757,DFW,2020-07-09 14:53,84.9,75.0,72.3,93.35
59770,DFW,2020-07-09 15:53,88.0,75.0,65.49,97.81
59783,DFW,2020-07-09 16:53,89.1,75.0,63.26,99.32
59796,DFW,2020-07-09 17:53,90.0,75.9,63.36,101.65
59809,DFW,2020-07-09 18:53,91.9,75.9,59.7,104.22
59822,DFW,2020-07-09 19:53,93.0,75.0,55.98,104.5
59835,DFW,2020-07-09 20:53,93.9,75.0,54.44,105.68
59848,DFW,2020-07-09 21:53,93.9,75.0,54.44,105.68
59861,DFW,2020-07-09 22:53,93.9,73.9,52.47,104.31
59874,DFW,2020-07-09 23:53,93.0,72.0,50.61,101.04
59887,DFW,2020-07-10 00:53,91.0,73.9,57.43,100.56
59900,DFW,2020-07-10 01:53,89.1,73.9,60.97,98.09
59913,DFW,2020-07-10 02:53,86.0,75.0,69.8,94.98
59926,DFW,2020-07-10 03:53,86.0,75.9,71.93,95.92
59939,DFW,2020-07-10 04:53,84.9,75.0,72.3,93.35
59952,DFW,2020-07-10 05:53,84.9,73.9,69.69,92.36
59965,DFW,2020-07-10 06:53,82.9,73.0,72.11,88.75
59978,DFW,2020-07-10 07:53,82.0,73.0,74.24,87.39
59991,DFW,2020-07-10 08:53,81.0,73.0,76.7,85.81
60004,DFW,2020-07-10 09:53,80.1,73.0,78.99,84.3
60017,DFW,2020-07-10 10:53,79.0,73.9,84.41,
60030,DFW,2020-07-10 11:53,79.0,73.9,84.41,
60043,DFW,2020-07-10 12:53,80.1,75.0,84.47,85.09
60056,DFW,2020-07-10 13:53,81.0,75.0,82.03,86.83
60069,DFW,2020-07-10 14:53,82.9,75.0,77.12,
60082,DFW,2020-07-10 15:53,86.0,75.9,71.93,95.92
60095,DFW,2020-07-10 16:53,87.1,75.9,69.45,97.56
60108,DFW,2020-07-10 17:53,89.1,75.9,65.18,100.4
60121,DFW,2020-07-10 18:53,91.9,75.9,59.7,104.22
60134,DFW,2020-07-10 19:53,91.9,75.0,57.93,103.06
60147,DFW,2020-07-10 20:53,93.0,75.0,55.98,104.5
60160,DFW,2020-07-10 21:53,93.0,75.0,55.98,104.5
60173,DFW,2020-07-10 22:53,91.9,75.0,57.93,103.06
60186,DFW,2020-07-10 23:53,90.0,73.9,59.26,99.26
60199,DFW,2020-07-11 00:53,89.1,73.9,60.97,98.09
60212,DFW,2020-07-11 01:53,87.1,75.0,67.39,96.56
60225,DFW,2020-07-11 02:53,84.9,75.0,72.3,93.35
60238,DFW,2020-07-11 03:53,82.0,75.0,79.4,88.64
60251,DFW,2020-07-11 04:53,82.9,75.9,79.47,90.88
60264,DFW,2020-07-11 05:53,82.0,75.9,81.82,89.26
60277,DFW,2020-07-11 06:53,81.0,75.9,84.53,87.33
60290,DFW,2020-07-11 07:53,81.0,75.9,84.53,87.33
60303,DFW,2020-07-11 08:53,81.0,75.9,84.53,87.33
60316,DFW,2020-07-11 09:53,80.1,75.9,87.05,85.75
60329,DFW,2020-07-11 10:53,80.1,75.9,87.05,85.75
60342,DFW,2020-07-11 11:53,79.0,75.9,90.25,
60355,DFW,2020-07-11 12:53,82.0,77.0,84.87,90.06
60368,DFW,2020-07-11 13:53,84.9,75.9,74.51,94.22
60381,DFW,2020-07-11 14:53,87.1,77.0,72.03,98.87
